Date,High,Low,City
12-06-2019,70,47,carson
12-07-2019,66,44,carson
12-08-2019,65,43,carson
12-09-2019,62,44,carson
12-10-2019,62,43,carson
12-11-2019,60,46,carson
12-12-2019,65,52,carson
12-13-2019,68,45,carson
12-14-2019,64,44,carson
12-15-2019,63,43,carson
12-16-2019,62,43,carson
12-17-2019,62,42,carson
12-18-2019,63,44,carson
12-19-2019,63,44,carson
12-20-2019,64,45,carson
12-21-2019,64,45,carson
12-22-2019,65,46,carson
12-23-2019,64,45,carson
12-24-2019,64,44,carson
12-25-2019,63,43,carson
12-26-2019,62,43,carson
12-27-2019,62,44,carson
12-28-2019,63,44,carson
12-29-2019,63,45,carson
12-30-2019,64,43,carson
12-31-2019,63,44,carson
10-01-2019,95,65,cincinnati
10-02-2019,95,64,cincinnati
10-03-2019,95,61,cincinnati
10-04-2019,72,53,cincinnati
10-05-2019,79,58,cincinnati
10-06-2019,75,53,cincinnati
10-07-2019,67,43,cincinnati
10-08-2019,70,43,cincinnati
10-09-2019,76,52,cincinnati
10-10-2019,73,59,cincinnati
10-11-2019,74,43,cincinnati
10-12-2019,65,39,cincinnati
10-13-2019,66,42,cincinnati
10-14-2019,70,44,cincinnati
10-15-2019,73,48,cincinnati
10-16-2019,73,49,cincinnati
10-17-2019,74,51,cincinnati
10-18-2019,73,49,cincinnati
10-19-2019,59,34,cincinnati
10-20-2019,59,43,cincinnati
10-21-2019,72,48,cincinnati
10-22-2019,70,45,cincinnati
10-23-2019,70,47,cincinnati
10-24-2019,70,45,cincinnati
10-25-2019,64,39,cincinnati
10-26-2019,61,39,cincinnati
10-27-2019,66,41,cincinnati
10-28-2019,59,40,cincinnati
10-29-2019,59,42,cincinnati
10-30-2019,60,46,cincinnati
10-31-2019,69,49,cincinnati
11-01-2019,68,46,cincinnati
11-02-2019,66,39,cincinnati
11-03-2019,56,28,cincinnati
11-04-2019,50,29,cincinnati
11-05-2019,53,37,cincinnati
11-06-2019,54,46,cincinnati
11-07-2019,63,45,cincinnati
11-08-2019,62,33,cincinnati
11-09-2019,60,37,cincinnati
11-10-2019,60,41,cincinnati
11-11-2019,64,41,cincinnati
11-12-2019,65,47,cincinnati
11-13-2019,64,37,cincinnati
11-14-2019,63,31,cincinnati
11-15-2019,57,28,cincinnati
11-16-2019,46,29,cincinnati
11-17-2019,47,39,cincinnati
11-18-2019,54,34,cincinnati
11-19-2019,50,29,cincinnati
11-20-2019,50,33,cincinnati
11-21-2019,52,38,cincinnati
11-22-2019,52,38,cincinnati
11-23-2019,54,38,cincinnati
11-24-2019,54,31,cincinnati
11-25-2019,55,32,cincinnati
11-26-2019,55,37,cincinnati
11-27-2019,54,40,cincinnati
11-28-2019,55,32,cincinnati
11-29-2019,59,25,cincinnati
11-30-2019,55,23,cincinnati
12-01-2019,38,21,cincinnati
12-02-2019,36,21,cincinnati
12-03-2019,38,23,cincinnati
12-04-2019,39,31,cincinnati
12-05-2019,41,28,cincinnati
12-06-2019,41,25,cincinnati
12-07-2019,39,27,cincinnati
12-08-2019,38,20,cincinnati
12-09-2019,38,27,cincinnati
12-10-2019,37,32,cincinnati
12-11-2019,48,25,cincinnati
12-12-2019,50,26,cincinnati
12-13-2019,37,33,cincinnati
12-14-2019,44,36,cincinnati
12-15-2019,51,38,cincinnati
12-16-2019,52,37,cincinnati
12-17-2019,54,32,cincinnati
12-18-2019,53,27,cincinnati
12-19-2019,50,17,cincinnati
12-20-2019,37,15,cincinnati
12-21-2019,32,15,cincinnati
12-22-2019,31,18,cincinnati
12-23-2019,33,23,cincinnati
12-24-2019,40,25,cincinnati
12-25-2019,45,30,cincinnati
12-26-2019,46,31,cincinnati
12-27-2019,48,31,cincinnati
12-28-2019,48,29,cincinnati
12-29-2019,49,25,cincinnati
12-30-2019,40,25,cincinnati
12-31-2019,42,22,cincinnati
10-01-2019,50,43,denver
10-02-2019,61,41,denver
10-03-2019,64,45,denver
10-04-2019,74,43,denver
10-05-2019,69,40,denver
10-06-2019,62,37,denver
10-07-2019,76,44,denver
10-08-2019,80,49,denver
10-09-2019,79,26,denver
10-10-2019,49,31,denver
10-11-2019,54,32,denver
10-12-2019,68,34,denver
10-13-2019,69,35,denver
10-14-2019,67,37,denver
10-15-2019,68,38,denver
10-16-2019,68,39,denver
10-17-2019,67,40,denver
10-18-2019,62,42,denver
10-19-2019,72,36,denver
10-20-2019,69,33,denver
10-21-2019,56,29,denver
10-22-2019,58,35,denver
10-23-2019,58,30,denver
10-24-2019,60,31,denver
10-25-2019,65,33,denver
10-26-2019,68,34,denver
10-27-2019,60,35,denver
10-28-2019,69,38,denver
10-29-2019,66,37,denver
10-30-2019,67,29,denver
10-31-2019,52,27,denver
11-01-2019,50,26,denver
11-02-2019,51,26,denver
11-03-2019,65,35,denver
11-04-2019,65,35,denver
11-05-2019,61,32,denver
11-06-2019,57,29,denver
11-07-2019,53,31,denver
11-08-2019,56,31,denver
11-09-2019,58,30,denver
11-10-2019,58,29,denver
11-11-2019,57,31,denver
11-12-2019,61,28,denver
11-13-2019,51,26,denver
11-14-2019,51,28,denver
11-15-2019,56,30,denver
11-16-2019,59,29,denver
11-17-2019,59,29,denver
11-18-2019,58,24,denver
11-19-2019,55,26,denver
11-20-2019,53,28,denver
11-21-2019,54,27,denver
11-22-2019,56,26,denver
11-23-2019,55,15,denver
11-24-2019,46,22,denver
11-25-2019,45,21,denver
11-26-2019,56,16,denver
11-27-2019,44,14,denver
11-28-2019,41,13,denver
11-29-2019,41,15,denver
11-30-2019,42,20,denver
12-01-2019,43,16,denver
12-02-2019,44,21,denver
12-03-2019,43,14,denver
12-04-2019,43,19,denver
12-05-2019,42,16,denver
12-06-2019,48,14,denver
12-07-2019,42,17,denver
12-08-2019,41,15,denver
12-09-2019,42,13,denver
12-10-2019,41,13,denver
12-11-2019,40,15,denver
12-12-2019,42,24,denver
12-13-2019,45,23,denver
12-14-2019,48,25,denver
12-15-2019,42,15,denver
12-16-2019,44,11,denver
12-17-2019,41,9,denver
12-18-2019,38,11,denver
12-19-2019,39,13,denver
12-20-2019,42,20,denver
12-21-2019,42,20,denver
12-22-2019,44,19,denver
12-23-2019,48,20,denver
12-24-2019,48,22,denver
12-25-2019,47,19,denver
12-26-2019,43,12,denver
12-27-2019,42,13,denver
12-28-2019,41,14,denver
12-29-2019,42,12,denver
12-30-2019,42,14,denver
12-31-2019,41,13,denver
10-01-2019,87,67,detroit
10-02-2019,74,55,detroit
10-03-2019,68,53,detroit
10-04-2019,62,56,detroit
10-05-2019,69,51,detroit
10-06-2019,65,43,detroit
10-07-2019,64,47,detroit
10-08-2019,67,53,detroit
10-09-2019,70,59,detroit
10-10-2019,62,46,detroit
10-11-2019,57,41,detroit
10-12-2019,57,41,detroit
10-13-2019,58,45,detroit
10-14-2019,60,49,detroit
10-15-2019,61,50,detroit
10-16-2019,62,49,detroit
10-17-2019,66,50,detroit
10-18-2019,51,35,detroit
10-19-2019,52,43,detroit
10-20-2019,65,48,detroit
10-21-2019,63,48,detroit
10-22-2019,63,46,detroit
10-23-2019,59,44,detroit
10-24-2019,54,43,detroit
10-25-2019,53,41,detroit
10-26-2019,56,42,detroit
10-27-2019,52,42,detroit
10-28-2019,51,45,detroit
10-29-2019,54,46,detroit
10-30-2019,60,48,detroit
10-31-2019,60,46,detroit
11-01-2019,60,46,detroit
11-02-2019,59,39,detroit
11-03-2019,48,31,detroit
11-04-2019,42,31,detroit
11-05-2019,44,40,detroit
11-06-2019,48,44,detroit
11-07-2019,52,41,detroit
11-08-2019,57,35,detroit
11-09-2019,50,45,detroit
11-10-2019,53,43,detroit
11-11-2019,56,44,detroit
11-12-2019,56,44,detroit
11-13-2019,56,38,detroit
11-14-2019,56,32,detroit
11-15-2019,45,30,detroit
11-16-2019,40,32,detroit
11-17-2019,41,40,detroit
11-18-2019,48,30,detroit
11-19-2019,46,29,detroit
11-20-2019,42,34,detroit
11-21-2019,45,37,detroit
11-22-2019,47,38,detroit
11-23-2019,48,38,detroit
11-24-2019,48,34,detroit
11-25-2019,47,35,detroit
11-26-2019,51,38,detroit
11-27-2019,46,38,detroit
11-28-2019,48,35,detroit
11-29-2019,50,29,detroit
11-30-2019,48,24,detroit
12-01-2019,35,26,detroit
12-02-2019,32,24,detroit
12-03-2019,33,26,detroit
12-04-2019,35,32,detroit
12-05-2019,38,33,detroit
12-06-2019,39,27,detroit
12-07-2019,39,26,detroit
12-08-2019,35,26,detroit
12-09-2019,34,30,detroit
12-10-2019,36,30,detroit
12-11-2019,42,28,detroit
12-12-2019,43,26,detroit
12-13-2019,33,32,detroit
12-14-2019,39,33,detroit
12-15-2019,42,36,detroit
12-16-2019,45,35,detroit
12-17-2019,46,29,detroit
12-18-2019,45,23,detroit
12-19-2019,41,13,detroit
12-20-2019,30,14,detroit
12-21-2019,24,16,detroit
12-22-2019,25,20,detroit
12-23-2019,28,25,detroit
12-24-2019,37,28,detroit
12-25-2019,39,29,detroit
12-26-2019,39,29,detroit
12-27-2019,40,30,detroit
12-28-2019,40,29,detroit
12-29-2019,41,27,detroit
12-30-2019,38,25,detroit
12-31-2019,37,18,detroit
10-01-2019,76,55,green-bay
10-02-2019,57,51,green-bay
10-03-2019,58,49,green-bay
10-04-2019,53,43,green-bay
10-05-2019,56,49,green-bay
10-06-2019,64,46,green-bay
10-07-2019,60,44,green-bay
10-08-2019,64,48,green-bay
10-09-2019,66,53,green-bay
10-10-2019,69,46,green-bay
10-11-2019,52,37,green-bay
10-12-2019,50,37,green-bay
10-13-2019,54,38,green-bay
10-14-2019,53,40,green-bay
10-15-2019,56,43,green-bay
10-16-2019,56,44,green-bay
10-17-2019,57,45,green-bay
10-18-2019,63,46,green-bay
10-19-2019,50,30,green-bay
10-20-2019,51,38,green-bay
10-21-2019,61,44,green-bay
10-22-2019,62,44,green-bay
10-23-2019,62,39,green-bay
10-24-2019,56,37,green-bay
10-25-2019,50,39,green-bay
10-26-2019,52,39,green-bay
10-27-2019,53,37,green-bay
10-28-2019,49,40,green-bay
10-29-2019,51,42,green-bay
10-30-2019,54,42,green-bay
10-31-2019,56,41,green-bay
11-01-2019,56,40,green-bay
11-02-2019,54,39,green-bay
11-03-2019,43,26,green-bay
11-04-2019,42,26,green-bay
11-05-2019,42,35,green-bay
11-06-2019,50,31,green-bay
11-07-2019,50,30,green-bay
11-08-2019,51,32,green-bay
11-09-2019,48,31,green-bay
11-10-2019,52,36,green-bay
11-11-2019,51,40,green-bay
11-12-2019,53,30,green-bay
11-13-2019,53,27,green-bay
11-14-2019,47,26,green-bay
11-15-2019,42,23,green-bay
11-16-2019,38,30,green-bay
11-17-2019,43,31,green-bay
11-18-2019,46,25,green-bay
11-19-2019,41,27,green-bay
11-20-2019,41,29,green-bay
11-21-2019,42,28,green-bay
11-22-2019,44,28,green-bay
11-23-2019,43,27,green-bay
11-24-2019,43,24,green-bay
11-25-2019,41,27,green-bay
11-26-2019,42,28,green-bay
11-27-2019,39,28,green-bay
11-28-2019,40,23,green-bay
11-29-2019,42,19,green-bay
11-30-2019,36,17,green-bay
12-01-2019,30,14,green-bay
12-02-2019,29,15,green-bay
12-03-2019,31,24,green-bay
12-04-2019,34,23,green-bay
12-05-2019,36,23,green-bay
12-06-2019,35,20,green-bay
12-07-2019,36,19,green-bay
12-08-2019,30,14,green-bay
12-09-2019,31,19,green-bay
12-10-2019,28,22,green-bay
12-11-2019,35,16,green-bay
12-12-2019,35,18,green-bay
12-13-2019,29,21,green-bay
12-14-2019,36,22,green-bay
12-15-2019,35,24,green-bay
12-16-2019,37,17,green-bay
12-17-2019,40,6,green-bay
12-18-2019,37,5,green-bay
12-19-2019,22,2,green-bay
12-20-2019,19,4,green-bay
12-21-2019,17,10,green-bay
12-22-2019,21,17,green-bay
12-23-2019,28,17,green-bay
12-24-2019,33,20,green-bay
12-25-2019,34,21,green-bay
12-26-2019,34,21,green-bay
12-27-2019,33,20,green-bay
12-28-2019,35,18,green-bay
12-29-2019,34,15,green-bay
12-30-2019,32,10,green-bay
12-31-2019,29,4,green-bay
10-01-2019,93,77,houston
10-02-2019,93,77,houston
10-03-2019,93,77,houston
10-04-2019,94,74,houston
10-05-2019,91,74,houston
10-06-2019,82,63,houston
10-07-2019,82,65,houston
10-08-2019,87,73,houston
10-09-2019,89,66,houston
10-10-2019,80,59,houston
10-11-2019,75,59,houston
10-12-2019,77,60,houston
10-13-2019,81,65,houston
10-14-2019,83,67,houston
10-15-2019,82,67,houston
10-16-2019,83,68,houston
10-17-2019,85,68,houston
10-18-2019,81,64,houston
10-19-2019,79,65,houston
10-20-2019,84,67,houston
10-21-2019,84,67,houston
10-22-2019,83,67,houston
10-23-2019,82,63,houston
10-24-2019,77,59,houston
10-25-2019,78,59,houston
10-26-2019,81,66,houston
10-27-2019,83,65,houston
10-28-2019,78,63,houston
10-29-2019,80,64,houston
10-30-2019,80,62,houston
10-31-2019,78,59,houston
11-01-2019,78,59,houston
11-02-2019,72,59,houston
11-03-2019,73,50,houston
11-04-2019,69,54,houston
11-05-2019,73,62,houston
11-06-2019,77,62,houston
11-07-2019,73,60,houston
11-08-2019,74,57,houston
11-09-2019,78,58,houston
11-10-2019,77,58,houston
11-11-2019,76,59,houston
11-12-2019,73,61,houston
11-13-2019,78,57,houston
11-14-2019,78,49,houston
11-15-2019,73,47,houston
11-16-2019,66,50,houston
11-17-2019,66,58,houston
11-18-2019,72,54,houston
11-19-2019,70,53,houston
11-20-2019,70,53,houston
11-21-2019,71,54,houston
11-22-2019,71,54,houston
11-23-2019,70,52,houston
11-24-2019,72,44,houston
11-25-2019,68,55,houston
11-26-2019,67,58,houston
11-27-2019,75,45,houston
11-28-2019,76,43,houston
11-29-2019,74,42,houston
11-30-2019,61,43,houston
12-01-2019,61,48,houston
12-02-2019,62,53,houston
12-03-2019,62,45,houston
12-04-2019,66,42,houston
12-05-2019,67,43,houston
12-06-2019,61,54,houston
12-07-2019,72,54,houston
12-08-2019,69,53,houston
12-09-2019,70,52,houston
12-10-2019,72,45,houston
12-11-2019,71,43,houston
12-12-2019,60,46,houston
12-13-2019,61,54,houston
12-14-2019,71,55,houston
12-15-2019,73,55,houston
12-16-2019,74,52,houston
12-17-2019,73,40,houston
12-18-2019,72,39,houston
12-19-2019,58,37,houston
12-20-2019,56,36,houston
12-21-2019,55,35,houston
12-22-2019,54,36,houston
12-23-2019,55,38,houston
12-24-2019,56,47,houston
12-25-2019,58,52,houston
12-26-2019,68,49,houston
12-27-2019,70,39,houston
12-28-2019,70,40,houston
12-29-2019,58,46,houston
12-30-2019,62,40,houston
12-31-2019,58,39,houston
10-01-2019,92,68,indianapolis
10-02-2019,92,70,indianapolis
10-03-2019,81,57,indianapolis
10-04-2019,69,51,indianapolis
10-05-2019,75,60,indianapolis
10-06-2019,71,50,indianapolis
10-07-2019,68,44,indianapolis
10-08-2019,70,46,indianapolis
10-09-2019,74,57,indianapolis
10-10-2019,72,56,indianapolis
10-11-2019,68,42,indianapolis
10-12-2019,60,40,indianapolis
10-13-2019,62,43,indianapolis
10-14-2019,65,45,indianapolis
10-15-2019,67,49,indianapolis
10-16-2019,68,50,indianapolis
10-17-2019,69,51,indianapolis
10-18-2019,69,48,indianapolis
10-19-2019,55,34,indianapolis
10-20-2019,56,43,indianapolis
10-21-2019,70,47,indianapolis
10-22-2019,67,46,indianapolis
10-23-2019,68,47,indianapolis
10-24-2019,66,44,indianapolis
10-25-2019,59,39,indianapolis
10-26-2019,60,39,indianapolis
10-27-2019,64,41,indianapolis
10-28-2019,56,42,indianapolis
10-29-2019,58,45,indianapolis
10-30-2019,59,46,indianapolis
10-31-2019,65,47,indianapolis
11-01-2019,63,46,indianapolis
11-02-2019,62,37,indianapolis
11-03-2019,50,28,indianapolis
11-04-2019,46,27,indianapolis
11-05-2019,48,39,indianapolis
11-06-2019,53,45,indianapolis
11-07-2019,58,41,indianapolis
11-08-2019,60,32,indianapolis
11-09-2019,55,39,indianapolis
11-10-2019,57,42,indianapolis
11-11-2019,61,42,indianapolis
11-12-2019,60,44,indianapolis
11-13-2019,60,37,indianapolis
11-14-2019,59,29,indianapolis
11-15-2019,51,26,indianapolis
11-16-2019,43,32,indianapolis
11-17-2019,45,39,indianapolis
11-18-2019,51,31,indianapolis
11-19-2019,49,30,indianapolis
11-20-2019,47,33,indianapolis
11-21-2019,48,36,indianapolis
11-22-2019,50,36,indianapolis
11-23-2019,49,35,indianapolis
11-24-2019,50,31,indianapolis
11-25-2019,51,32,indianapolis
11-26-2019,45,37,indianapolis
11-27-2019,50,38,indianapolis
11-28-2019,51,29,indianapolis
11-29-2019,53,24,indianapolis
11-30-2019,42,21,indianapolis
12-01-2019,34,20,indianapolis
12-02-2019,33,21,indianapolis
12-03-2019,35,25,indianapolis
12-04-2019,38,29,indianapolis
12-05-2019,39,27,indianapolis
12-06-2019,35,24,indianapolis
12-07-2019,35,24,indianapolis
12-08-2019,37,20,indianapolis
12-09-2019,36,26,indianapolis
12-10-2019,36,27,indianapolis
12-11-2019,46,25,indianapolis
12-12-2019,46,25,indianapolis
12-13-2019,36,31,indianapolis
12-14-2019,40,33,indianapolis
12-15-2019,48,35,indianapolis
12-16-2019,48,32,indianapolis
12-17-2019,49,26,indianapolis
12-18-2019,48,22,indianapolis
12-19-2019,40,11,indianapolis
12-20-2019,32,11,indianapolis
12-21-2019,27,13,indianapolis
12-22-2019,26,17,indianapolis
12-23-2019,30,23,indianapolis
12-24-2019,39,26,indianapolis
12-25-2019,42,28,indianapolis
12-26-2019,42,29,indianapolis
12-27-2019,43,28,indianapolis
12-28-2019,43,26,indianapolis
12-29-2019,45,24,indianapolis
12-30-2019,36,22,indianapolis
12-31-2019,38,17,indianapolis
10-01-2019,76,59,los-angeles
10-02-2019,81,60,los-angeles
10-03-2019,79,59,los-angeles
10-04-2019,79,59,los-angeles
10-05-2019,84,59,los-angeles
10-06-2019,85,60,los-angeles
10-07-2019,86,62,los-angeles
10-08-2019,85,61,los-angeles
10-09-2019,78,62,los-angeles
10-10-2019,79,60,los-angeles
10-11-2019,83,63,los-angeles
10-12-2019,82,63,los-angeles
10-13-2019,80,63,los-angeles
10-14-2019,77,62,los-angeles
10-15-2019,78,63,los-angeles
10-16-2019,78,63,los-angeles
10-17-2019,79,64,los-angeles
10-18-2019,79,61,los-angeles
10-19-2019,77,57,los-angeles
10-20-2019,77,59,los-angeles
10-21-2019,78,58,los-angeles
